grid_id,area_name,latitude,longitude,population_density,avg_income,avg_bill_per_person,restaurant_star_rating,review_count,avg_review_score,same_cuisine_competitors_1km,other_cuisine_competitors_1km,office_density,nightlife_density,mall_proximity,college_proximity,parking_availability,public_transport_connectivity,restaurant_type,restaurant_style,location_score,lat_idx,lon_idx,grid_cell_id
G6283,Marathahalli,12.967114782232777,77.6934536749876,19805,125076.0,3698.0,4.65,0,4.53,20,35,130,17,4.61,1.29,44.86,7,South Indian,Bar/Pub,6.015394261788234e-07,32,35,32_35
G6284,Marathahalli,12.97925852239132,77.70750181030226,14402,141886.0,5013.0,3.77,90,3.66,22,10,99,35,6.95,2.17,73.96,8,Japanese,Quick Service,3.5742053852036635e-07,35,38,35_38
G6285,Marathahalli,12.97078777002016,77.71637300706996,19296,119006.0,5401.0,3.6,274,3.47,19,23,124,44,1.86,2.92,31.89,10,Japanese,Casual Dining,5.399566177488279e-07,33,40,33_40
G6286,Marathahalli,12.966280245206072,77.69168006485236,11714,152986.0,2010.0,4.02,169,4.12,11,31,80,0,5.06,4.01,0.0,7,South Indian,Food Court,2.102171066681978e-07,32,35,32_35
G6287,Marathahalli,12.97374636039994,77.71763503760506,10911,158320.0,1337.0,4.17,58,4.5,11,46,106,0,0.54,1.22,68.25,4,North Indian,Casual Dining,1.8957297406425147e-06,34,40,34_40
G6288,Marathahalli,12.956707431323451,77.69052291091616,14332,42532.0,4945.0,4.62,230,4.89,15,40,153,0,0.2,5.99,49.68,7,Continental,Food Truck,50.000000124834344,30,34,30_34
G6289,Marathahalli,12.94922717422556,77.70875601706175,14134,120288.0,2989.0,4.26,168,4.19,12,20,113,54,1.77,4.42,25.07,7,Italian,Food Truck,4.6523844786270807e-07,28,38,28_38
G6290,Marathahalli,12.955791016594247,77.69319004898362,14932,58857.0,4943.0,4.23,183,4.44,2,15,85,36,3.99,3.26,41.48,7,Cafe,Cafe/Bistro,3.33016021549066e-07,30,35,30_35
G6291,Marathahalli,12.973497383364435,77.69593633401166,19111,45301.0,4082.0,3.54,110,3.44,34,55,129,0,2.46,3.18,41.23,4,Seafood,Food Truck,3.0127179507444593e-07,34,35,34_35
G6292,Marathahalli,12.949085973530009,77.71815906713717,13988,148771.0,4391.0,3.83,60,3.64,26,32,98,5,2.05,6.59,57.29,8,Cafe,Cafe/Bistro,3.495481163137532e-07,28,40,28_40
G6293,Marathahalli,12.957394377031592,77.70358298992677,12870,56405.0,4878.0,3.96,132,3.52,20,31,194,22,3.8,3.4,52.8,6,Mexican,Cafe/Bistro,2.750108655550679e-07,30,37,30_37
G6294,Marathahalli,12.977744001314315,77.6969164810783,15225,159052.0,556.0,4.16,189,4.46,15,36,121,0,3.4,2.97,64.86,6,Cafe,Quick Service,3.557314400145767e-07,34,36,34_36
G6295,Marathahalli,12.944630199624925,77.71249612720528,12909,136677.0,970.0,3.51,274,3.07,17,20,134,22,2.53,4.72,28.64,7,Chinese,Casual Dining,2.9345526849232156e-07,27,39,27_39
G6296,Marathahalli,12.96414623643052,77.7148075392561,17439,85187.0,5118.0,3.15,392,2.87,2,47,174,3,2.45,1.58,34.11,8,Japanese,Casual Dining,5.949816807886897e-07,31,40,31_40
G6297,Marathahalli,12.96160687777891,77.70599448199931,14729,42500.0,5134.0,4.27,23,4.53,19,46,152,0,0.68,3.17,49.7,6,Seafood,Food Truck,1.172770626846576e-06,31,38,31_38
G6298,Marathahalli,12.952172155547046,77.71724266575781,18123,69908.0,1251.0,3.98,124,3.95,19,44,184,30,0.47,3.77,53.8,10,Continental,Casual Dining,1.975762652747586e-06,29,40,29_40
G6299,Marathahalli,12.955472890551569,77.70350435977517,10240,122189.0,4131.0,4.01,0,4.18,25,43,133,32,3.38,6.75,32.34,5,Biryani,Casual Dining,1.992737772114349e-07,30,37,30_37
G6300,Marathahalli,12.94021815663354,77.71477058186161,19585,95876.0,245.0,4.44,164,4.53,28,25,158,18,1.87,4.88,18.65,4,BBQ,Bar/Pub,3.820103791464327e-07,26,40,26_40
G6301,Marathahalli,12.951772531635877,77.71399238270375,15116,37050.0,4829.0,3.89,161,3.63,20,40,138,13,3.37,2.53,27.25,8,North Indian,Cafe/Bistro,3.292191442682623e-07,29,39,29_39
G6302,Marathahalli,12.962858201954022,77.69739454806327,12375,86999.0,2478.0,4.43,41,4.57,5,75,84,42,4.25,1.37,50.76,6,Seafood,Bar/Pub,5.241128872626487e-07,31,36,31_36
G6303,Marathahalli,12.974440111247583,77.71387195169211,16104,121905.0,2768.0,4.5,0,4.41,16,21,198,20,2.23,3.24,40.94,7,Bakery,Family Style,4.551514176318295e-07,34,39,34_39
G6304,Marathahalli,12.959289953782616,77.70142134283341,19359,152519.0,3080.0,3.81,243,4.0,23,33,192,0,2.61,3.9,51.11,8,BBQ,Food Court,3.99981638207512e-07,30,37,30_37
G6305,Marathahalli,12.947081068556452,77.6955675184798,10208,121642.0,5343.0,4.07,0,4.1,3,31,200,10,2.1,0.42,49.53,4,Biryani,Casual Dining,2.3786772554409573e-06,28,35,28_35
G6306,Marathahalli,12.95778764351732,77.70172852764007,16044,52347.0,1368.0,4.61,39,4.97,28,14,210,28,3.74,2.31,6.02,9,Cafe,Quick Service,3.590565360121847e-07,30,37,30_37
G6307,Marathahalli,12.94959452812379,77.70126912294542,10573,125305.0,3595.0,4.48,36,4.67,7,68,87,4,3.18,4.04,43.52,3,Italian,Casual Dining,2.801553352417661e-07,28,37,28_37
G6308,Marathahalli,12.945414093849417,77.71753686065384,19072,93581.0,4984.0,3.8,292,3.7,21,38,130,34,2.07,4.6,46.83,4,Thai,Food Court,3.963785147375486e-07,27,40,27_40
G6309,Marathahalli,12.963452000496629,77.7106177638067,19329,145027.0,4393.0,4.45,211,4.52,22,16,120,37,2.99,4.29,21.86,4,Italian,Cafe/Bistro,3.552631047936556e-07,31,39,31_39
G6310,Marathahalli,12.94724598702826,77.6960339926202,13489,69721.0,4141.0,3.82,90,3.85,17,47,123,38,1.97,4.01,45.78,3,Italian,Quick Service,3.6938491724018364e-07,28,35,28_35
G6311,Marathahalli,12.94997205650652,77.70331174146752,11157,65202.0,958.0,4.53,225,4.49,29,51,146,6,4.6,2.92,41.99,1,Fast Food,Family Style,1.920912457166796e-07,28,37,28_37
G6312,Marathahalli,12.961030253376592,77.7171249034592,10742,96460.0,3531.0,3.85,0,3.99,22,19,116,17,4.45,4.34,10.65,8,Cafe,Casual Dining,1.8684245639854476e-07,31,40,31_40
G6313,Marathahalli,12.944961962254338,77.70522258995838,17984,48874.0,5595.0,4.25,251,4.34,14,42,118,4,2.1,3.9,18.01,6,Continental,Quick Service,4.0050592293295566e-07,27,37,27_37
G6314,Marathahalli,12.969433157108645,77.7159040955886,15687,144093.0,3097.0,4.46,0,4.4,30,35,218,37,2.24,5.68,43.52,4,Biryani,Food Court,3.61437699346634e-07,33,40,33_40
G6315,Marathahalli,12.95787809801213,77.71241804085454,17849,151299.0,5975.0,3.88,60,3.99,8,59,138,7,2.67,4.89,22.29,4,Bakery,Casual Dining,3.5591928067425327e-07,30,39,30_39
G6316,Marathahalli,12.965383926303666,77.70609704366915,10247,35762.0,4724.0,4.34,94,4.13,25,47,94,35,4.5,4.24,83.01,3,Thai,Food Court,1.7611690367605996e-07,32,38,32_38
G6317,Marathahalli,12.952755087622556,77.69435625532755,18204,46297.0,2353.0,4.51,138,4.12,17,55,116,1,1.43,3.37,18.98,5,Continental,Fine Dining,5.140727192398129e-07,29,35,29_35
G6318,Marathahalli,12.943349903629558,77.71572642909436,19004,80069.0,809.0,3.68,221,3.68,38,55,209,29,3.35,4.29,26.42,7,South Indian,Quick Service,2.324294440586045e-07,27,40,27_40
G6319,Marathahalli,12.961842444437448,77.71049088777801,18851,84850.0,4150.0,3.57,137,3.63,13,55,137,27,1.87,0.87,47.03,7,Mexican,Food Truck,1.0084140998860932e-06,31,39,31_39
G6320,Marathahalli,12.95473623934743,77.70647784665461,17184,51217.0,3082.0,3.93,174,3.71,30,38,176,68,2.81,2.08,6.42,6,Biryani,Food Court,4.068558732690841e-07,29,38,29_38
G6321,Marathahalli,12.9412382578959,77.69101244919382,13175,49587.0,2110.0,4.39,0,4.46,14,29,170,8,3.5,4.61,19.43,6,Fast Food,Quick Service,2.2704958221714249e-07,26,34,26_34
G6322,Marathahalli,12.963654952316023,77.70833327055703,15900,64799.0,3451.0,4.18,15,4.2,18,52,162,63,2.15,3.29,42.71,7,Italian,Bar/Pub,4.250847028570424e-07,31,38,31_38
G6323,Marathahalli,12.954926689046593,77.71646866806117,18723,127576.0,5502.0,4.05,360,4.03,20,61,231,83,4.08,1.91,20.2,4,Bakery,Food Truck,4.860153675346851e-07,29,40,29_40
G6324,Marathahalli,12.949011298197693,77.70297104940607,15958,73846.0,1349.0,3.98,123,4.13,6,55,93,26,0.59,4.56,58.83,7,Italian,Quick Service,1.3736087242598277e-06,28,37,28_37
G6325,Marathahalli,12.959188295223257,77.71664284245934,19841,55468.0,5153.0,3.61,86,3.37,20,41,176,7,3.01,1.97,49.03,5,Continental,Casual Dining,4.3919944678139156e-07,30,40,30_40
G6326,Marathahalli,12.94191729244409,77.71277613466758,16352,61421.0,3735.0,4.21,132,4.02,11,6,86,25,0.91,3.11,19.95,1,Chinese,Casual Dining,8.260479013517362e-07,27,39,27_39
G6327,Marathahalli,12.959498834793818,77.69909124455901,13693,62319.0,1614.0,4.2,238,4.25,19,60,160,16,1.43,2.97,21.75,6,Cafe,Cafe/Bistro,5.29117318623307e-07,30,36,30_36
G6328,Marathahalli,12.972807263490514,77.69918427881694,12975,126826.0,3432.0,3.75,265,4.0,3,43,59,31,3.34,6.75,69.54,5,Bakery,Bar/Pub,2.626816949092102e-07,33,36,33_36
G6329,Marathahalli,12.952102776855492,77.69987458394057,17233,126735.0,4564.0,3.79,1,3.5,16,19,241,0,0.2,4.29,70.51,6,Thai,Bar/Pub,50.0000001963669,29,36,29_36
G6330,Marathahalli,12.958968091378344,77.70381711563984,17443,115035.0,4790.0,2.83,269,2.53,19,26,78,4,2.02,3.32,70.05,3,Thai,Family Style,3.936801327459068e-07,30,37,30_37
G6331,Marathahalli,12.961784091792314,77.71333556932724,17841,69022.0,4447.0,3.93,319,4.05,9,32,210,9,1.14,3.79,51.13,8,South Indian,Bar/Pub,7.250118286668767e-07,31,39,31_39
G6332,Marathahalli,12.96503417887658,77.7163654642172,16534,49511.0,1099.0,3.61,226,3.45,8,18,184,0,6.11,2.35,38.26,3,Italian,Fine Dining,2.6605630119769126e-07,32,40,32_40
G6333,Marathahalli,12.96278079425483,77.71429617229107,10881,134388.0,824.0,4.71,237,4.58,22,32,148,40,3.72,2.76,41.98,6,Chinese,Casual Dining,3.3214198036793305e-07,31,39,31_39
G6334,Marathahalli,12.96411028050173,77.71765996778373,10512,35292.0,3985.0,3.76,74,3.72,5,29,199,26,1.25,4.04,59.08,7,Italian,Quick Service,5.90285412079369e-07,31,40,31_40
G6335,Marathahalli,12.956848075514396,77.71106082489464,14047,86844.0,5528.0,3.17,174,3.42,17,18,69,0,4.63,3.92,36.45,2,Bakery,Food Court,1.81284444088948e-07,30,39,30_39
G6336,Marathahalli,12.943794305932132,77.6945125320824,11413,76507.0,4713.0,4.06,231,3.87,26,23,179,21,1.55,5.62,51.79,7,BBQ,Fine Dining,4.462918177193881e-07,27,35,27_35
G6337,Marathahalli,12.962519516612971,77.69209402511409,10624,88902.0,5534.0,3.89,257,4.23,15,28,169,11,4.59,6.03,73.31,4,South Indian,Quick Service,2.1130340458844544e-07,31,35,31_35
G6338,Marathahalli,12.979563019121697,77.71815246775347,18422,68865.0,2296.0,3.88,376,3.68,20,17,160,56,3.88,6.45,52.19,10,Mexican,Casual Dining,2.6190735883142514e-07,35,40,35_40
G6339,Marathahalli,12.975421312896772,77.7068217124638,15705,157110.0,4408.0,4.74,296,4.28,23,60,86,0,1.23,3.98,57.39,8,Mexican,Food Court,6.571195706584265e-07,34,38,34_38
G6340,Marathahalli,12.958812582669117,77.71511918245807,11428,139972.0,2123.0,3.81,128,3.8,18,38,126,50,0.2,7.85,55.29,7,Fast Food,Bar/Pub,50.00000008780642,30,40,30_40
G6341,Marathahalli,12.945479142114028,77.69911492795555,11375,145463.0,5318.0,3.97,240,4.07,19,35,156,23,2.12,4.88,27.47,3,South Indian,Fine Dining,3.676519079860246e-07,27,36,27_36
G6342,Marathahalli,12.944177863030276,77.70282823163133,17251,88737.0,2373.0,4.62,115,4.55,18,57,150,18,0.42,2.61,32.84,8,Italian,Fine Dining,2.4505583736990334e-06,27,37,27_37
G6343,Marathahalli,12.945992157871562,77.69042761672335,12259,79258.0,3158.0,3.99,180,4.11,14,44,99,30,1.14,6.14,47.42,6,BBQ,Casual Dining,5.870784063849143e-07,27,34,27_34
G6344,Marathahalli,12.954657044098294,77.69637081215899,12873,109432.0,3010.0,4.1,245,4.06,23,19,149,55,4.42,3.26,66.33,6,Chinese,Bar/Pub,2.962850117557371e-07,29,36,29_36
G6345,Marathahalli,12.94060617930712,77.6984601185147,18681,78477.0,676.0,4.2,111,3.93,22,43,105,53,1.72,7.06,21.19,6,Continental,Quick Service,3.736053811140264e-07,26,36,26_36
G6346,Marathahalli,12.94324911936847,77.69963785314363,18101,71004.0,528.0,3.95,238,3.78,21,36,140,37,2.72,1.97,69.92,8,North Indian,Fine Dining,4.674741166441446e-07,27,36,27_36
G6347,Marathahalli,12.967309245191077,77.70852645180665,19140,90615.0,2061.0,4.05,178,3.87,18,35,113,16,4.49,5.41,46.5,7,Seafood,Food Court,2.215532586694548e-07,32,38,32_38
G6348,Marathahalli,12.969773122597966,77.71799890771229,12473,63871.0,4248.0,3.87,0,4.15,20,55,72,82,3.95,3.89,41.47,9,Chinese,Family Style,2.4977446343831206e-07,33,40,33_40
G6349,Marathahalli,12.974955317206533,77.6947416890377,13243,80411.0,2601.0,3.4,264,2.91,16,52,188,43,4.39,3.14,4.28,5,Italian,Quick Service,2.2788547763710103e-07,34,35,34_35
G6350,Marathahalli,12.974147693649298,77.70689766967442,19773,48282.0,3163.0,3.68,42,3.76,16,35,201,43,1.49,1.9,43.34,6,Japanese,Bar/Pub,6.744871586182854e-07,34,38,34_38
G6351,Marathahalli,12.964388788450828,77.7012368883049,18982,130542.0,5279.0,4.03,52,4.17,20,42,173,67,2.1,2.66,43.35,4,Seafood,Fine Dining,5.224400991777724e-07,32,37,32_37
G6352,Marathahalli,12.94779848536216,77.71426028443496,13103,76664.0,3355.0,4.35,58,4.53,11,34,217,3,1.54,3.06,69.22,6,Cafe,Fine Dining,5.672187483856459e-07,28,39,28_39
G6353,Marathahalli,12.940340877240857,77.70717078130764,15646,129576.0,489.0,4.21,55,3.91,18,38,216,0,2.4,2.84,47.57,6,Continental,Fine Dining,4.1411456947338956e-07,26,38,26_38
G6354,Marathahalli,12.94794389338573,77.70760786134868,12318,125192.0,252.0,3.86,71,3.8,11,33,151,28,3.08,1.79,45.46,5,Mexican,Food Truck,4.4853075622347953e-07,28,38,28_38
G6355,Marathahalli,12.946077184934069,77.71073067589296,14750,141860.0,5067.0,3.99,138,4.06,43,45,113,13,1.22,5.68,75.32,7,Continental,Casual Dining,5.680906987510805e-07,27,39,27_39
G6356,Marathahalli,12.974690718540993,77.69493126878665,14258,157624.0,401.0,4.32,116,4.67,7,43,127,0,5.88,6.01,51.21,8,North Indian,Fine Dining,2.1971493226172225e-07,34,35,34_35
G6357,Marathahalli,12.944174020012175,77.70311511535215,10583,90589.0,1164.0,4.23,305,4.12,2,56,195,11,3.18,3.79,32.18,6,Biryani,Quick Service,3.004441733236441e-07,27,37,27_37
G6358,Marathahalli,12.955844811391698,77.71839566511835,16938,118938.0,920.0,4.35,290,4.23,24,16,185,0,2.18,6.3,28.8,8,Biryani,Fine Dining,3.51239245226925e-07,30,40,30_40
G6359,Marathahalli,12.955031153897025,77.71906037672964,12820,134524.0,1334.0,4.24,255,4.4,18,52,191,48,2.82,8.18,34.89,7,Biryani,Food Court,2.8226356560892495e-07,29,40,29_40
G6360,Marathahalli,12.96421995170399,77.69181612875165,10595,97901.0,1632.0,4.87,60,4.99,28,26,186,18,3.6,1.06,17.37,7,BBQ,Cafe/Bistro,6.610479376349131e-07,31,35,31_35
G6361,Marathahalli,12.947506857019818,77.69656455950873,13069,87390.0,890.0,3.97,212,4.19,30,20,81,3,2.29,3.17,0.0,5,Cafe,Fine Dining,2.963095834557503e-07,28,36,28_36
G6362,Marathahalli,12.96275291747142,77.69722289756777,15444,139505.0,2820.0,4.24,140,4.29,11,51,170,0,1.04,4.59,20.59,9,Bakery,Cafe/Bistro,7.434876520337972e-07,31,36,31_36
G6363,Marathahalli,12.944813608354396,77.701401129022,14216,97665.0,4461.0,3.84,0,3.71,19,61,157,55,5.53,3.98,69.39,6,Mexican,Food Court,2.37681133087317e-07,27,37,27_37
G6364,Marathahalli,12.960013420165534,77.69499538717004,16022,50235.0,5462.0,4.13,202,4.26,6,12,146,73,3.51,4.51,34.81,5,North Indian,Food Truck,3.1896557589253375e-07,31,35,31_35
G6365,Marathahalli,12.946674924930443,77.71892089911589,17801,40272.0,5250.0,4.03,0,4.16,23,39,79,2,2.17,5.68,10.76,8,Continental,Food Truck,3.0363383748661696e-07,28,40,28_40
G6366,Marathahalli,12.957116699006844,77.70047974582366,13156,61125.0,2801.0,3.67,19,3.65,12,48,165,34,4.14,5.05,32.06,7,Mexican,Fine Dining,1.9853284109372555e-07,30,36,30_36
G6367,Marathahalli,12.962096039838825,77.69122942759209,11841,69849.0,5650.0,3.94,272,3.82,12,40,136,82,1.42,6.61,54.93,6,Chinese,Quick Service,5.13358629109781e-07,31,34,31_34
G6368,Marathahalli,12.97448476198346,77.7195855361418,10332,68960.0,1526.0,4.36,29,4.41,23,37,161,0,3.65,3.06,31.13,8,Continental,Food Truck,2.550079859401967e-07,34,41,34_41
G6369,Marathahalli,12.945707081671475,77.7144376483733,15079,67608.0,1066.0,4.27,0,4.38,23,23,135,10,0.56,4.28,22.76,5,Italian,Casual Dining,1.4267006810971888e-06,27,39,27_39
G6370,Marathahalli,12.96906518162847,77.69448382747476,16474,81631.0,3377.0,3.8,1,3.91,17,29,121,25,2.08,2.19,14.41,3,Italian,Family Style,4.602997885577967e-07,33,35,33_35
G6371,Marathahalli,12.973612346464376,77.70578827239322,19957,117838.0,1839.0,4.98,320,5.0,35,33,188,5,5.06,1.17,26.24,8,North Indian,Bar/Pub,6.261911370578164e-07,34,38,34_38
G6372,Marathahalli,12.963612203071474,77.71174037674153,14834,85922.0,4813.0,4.24,0,4.45,15,28,166,8,3.18,3.37,39.94,6,Mexican,Bar/Pub,3.397630385582275e-07,31,39,31_39
G6373,Marathahalli,12.942621757666435,77.70688248179395,14926,123155.0,1133.0,3.03,0,3.03,9,56,229,32,2.15,3.31,43.88,5,Seafood,Food Truck,3.970178124519052e-07,27,38,27_38
G6374,Marathahalli,12.97357745565304,77.71821826599022,10724,54811.0,3786.0,3.6,90,3.51,13,41,175,28,1.99,2.4,35.33,5,Japanese,Quick Service,4.4132558886773245e-07,34,40,34_40
G6375,Marathahalli,12.97908700821126,77.70704682225845,12036,152108.0,3023.0,3.72,257,3.73,31,58,160,18,0.2,0.81,54.75,6,Chinese,Food Court,50.00000075278,35,38,35_38
G6376,Marathahalli,12.953353708869091,77.70610452996102,18958,72016.0,2245.0,4.29,0,4.17,30,65,161,2,1.19,6.18,29.09,5,Japanese,Quick Service,5.374136072541385e-07,29,38,29_38
G6377,Marathahalli,12.966572739059645,77.69379659095382,16242,125926.0,1442.0,4.23,110,4.3,25,28,140,3,2.08,4.64,13.46,9,Biryani,Quick Service,3.7059227208372436e-07,32,35,32_35
G6378,Marathahalli,12.952555823306447,77.70392997119059,10184,44915.0,2680.0,4.2,0,3.88,24,7,127,7,0.2,4.7,50.39,4,Italian,Bar/Pub,50.00000003946198,29,37,29_37
G6379,Marathahalli,12.949433615667347,77.69715033652129,11235,74017.0,2250.0,4.38,70,4.36,17,37,198,23,1.72,5.3,61.7,4,Mexican,Cafe/Bistro,4.052706089202841e-07,28,36,28_36
G6380,Marathahalli,12.961806152857536,77.7182850152069,11298,157767.0,3196.0,4.27,0,4.25,22,28,76,0,3.97,3.2,34.23,7,Bakery,Fine Dining,2.758655815785021e-07,31,40,31_40
G6381,Marathahalli,12.960240360662036,77.69807293880072,11075,75112.0,3459.0,4.14,71,4.0,18,32,166,0,2.75,6.22,62.49,5,Japanese,Food Truck,2.479371923009029e-07,31,36,31_36
G6382,Marathahalli,12.961034829271,77.70970802108485,16293,48156.0,4861.0,3.58,264,3.37,24,61,169,0,0.79,3.33,22.38,1,Biryani,Bar/Pub,9.08585073254183e-07,31,38,31_38
G6383,Marathahalli,12.966626915167206,77.71468700416283,14245,63926.0,901.0,4.0,0,3.76,15,27,102,22,4.71,2.89,37.86,7,Fast Food,Cafe/Bistro,2.390745050856955e-07,32,39,32_39
G6384,Marathahalli,12.943653323010308,77.71391601400276,12574,64396.0,4443.0,3.55,102,4.12,14,31,145,61,2.67,5.31,77.1,8,Fast Food,Bar/Pub,3.2367941187582257e-07,27,39,27_39
G6385,Marathahalli,12.94207569102131,77.69777855025697,11838,104411.0,1920.0,4.78,162,4.51,23,47,133,36,0.91,5.95,53.4,9,Cafe,Quick Service,7.913890584461899e-07,27,36,27_36
G6386,Marathahalli,12.972220938147371,77.70569280133898,18467,139328.0,3399.0,4.0,125,4.19,8,41,141,23,2.53,5.71,44.36,10,Seafood,Quick Service,3.9364519746630744e-07,33,38,33_38
G6387,Marathahalli,12.97509850016744,77.69708555811677,18605,67394.0,1997.0,4.27,208,4.21,9,10,165,62,0.35,5.24,51.89,10,Fast Food,Fine Dining,3.4497241775263854e-06,34,36,34_36
G6388,Marathahalli,12.943247050661451,77.71883717999621,15240,148658.0,2130.0,4.44,161,4.57,8,52,111,23,3.73,7.28,29.82,5,Japanese,Casual Dining,2.5020707110921275e-07,27,40,27_40
G6389,Marathahalli,12.971743284646085,77.69785036007389,18935,131695.0,980.0,3.64,309,3.93,19,18,220,77,3.93,1.27,54.05,6,Biryani,Casual Dining,6.397967370604978e-07,33,36,33_36
G6390,Marathahalli,12.94160504515946,77.69368479667767,12115,84769.0,1616.0,4.22,48,4.27,15,13,82,93,1.69,4.58,51.75,3,Thai,Food Truck,4.264873181663074e-07,26,35,26_35
G6391,Marathahalli,12.955046893694028,77.69442419090298,10176,60624.0,1175.0,4.39,156,4.37,18,52,114,37,1.91,1.35,29.98,6,Bakery,Bar/Pub,6.322445686524108e-07,29,35,29_35
G6392,Marathahalli,12.970441820583934,77.7008732840256,12568,134491.0,2501.0,4.79,94,4.35,21,55,143,0,2.79,2.16,42.02,5,Japanese,Bar/Pub,4.2554252800367617e-07,33,36,33_36
G6393,Marathahalli,12.960756320311058,77.71235302559074,15891,46703.0,5465.0,3.88,111,3.97,19,19,108,13,4.6,3.75,33.38,6,BBQ,Quick Service,2.29532665416755e-07,31,39,31_39
G6394,Marathahalli,12.95146362792379,77.69361595101965,11054,60849.0,4867.0,3.78,201,4.09,14,27,192,34,2.88,3.46,15.17,5,BBQ,Bar/Pub,3.136154387092294e-07,29,35,29_35
G6395,Marathahalli,12.944385882379445,77.70901989869628,11280,144492.0,2956.0,4.23,0,4.01,10,36,124,5,5.2,5.41,23.89,7,Bakery,Food Truck,1.9758210341166577e-07,27,38,27_38
G6396,Marathahalli,12.962980448520264,77.70117881232449,15622,121413.0,2290.0,3.21,69,3.28,13,33,120,38,2.38,3.84,42.2,8,Japanese,Food Court,3.6151084885621046e-07,31,37,31_37
G6397,Marathahalli,12.94195229540724,77.692575866429,12034,102162.0,2564.0,2.91,0,2.57,25,52,106,74,2.62,3.75,19.22,7,Cafe,Cafe/Bistro,2.5634074986267145e-07,27,35,27_35
G6398,Marathahalli,12.948617910068233,77.7143382185918,17278,72686.0,438.0,4.15,77,4.3,19,69,182,35,0.58,4.01,22.67,7,North Indian,Food Truck,1.4022208008455432e-06,28,39,28_39
G6399,Marathahalli,12.94080909584137,77.7001469924199,17731,65456.0,2756.0,4.61,0,4.78,8,49,116,2,0.52,3.8,48.5,5,Thai,Family Style,1.6842479848222612e-06,26,36,26_36
G6400,Marathahalli,12.970745849337389,77.70550994454496,11503,127051.0,477.0,4.12,186,4.12,11,40,163,49,3.51,3.94,55.01,4,Italian,Bar/Pub,2.8395667393846847e-07,33,37,33_37
G6401,Marathahalli,12.971163763135438,77.71829676179027,16229,70198.0,564.0,4.88,0,4.85,25,14,95,4,0.2,7.16,33.28,7,Bakery,Casual Dining,50.00000005970182,33,40,33_40
G6402,Marathahalli,12.951723669497664,77.69191590288258,12779,82119.0,157.0,4.3,50,4.23,22,52,195,10,2.62,4.85,57.7,6,North Indian,Fine Dining,2.7324159270717794e-07,29,35,29_35
G6403,Marathahalli,12.959594681088966,77.70127563359219,12406,122241.0,1816.0,3.02,43,2.66,12,49,171,24,2.88,5.78,5.19,8,South Indian,Food Truck,2.2420339285386332e-07,30,37,30_37
G6404,Marathahalli,12.96855399088953,77.69242408539652,12257,66406.0,844.0,4.87,135,5.0,24,18,119,0,4.3,4.71,34.06,8,South Indian,Cafe/Bistro,1.9673725564022543e-07,32,35,32_35
G6405,Marathahalli,12.975305422132198,77.69352134276944,11416,118893.0,1129.0,4.42,72,4.33,22,37,184,23,0.2,3.49,27.78,4,Fast Food,Bar/Pub,50.000000130857124,34,35,34_35
G6406,Marathahalli,12.955278771026215,77.70593463216852,12661,41232.0,5001.0,4.26,301,4.32,20,29,196,18,0.55,4.34,55.5,5,Cafe,Fine Dining,1.520069760387471e-06,29,38,29_38
G6407,Marathahalli,12.943302230523516,77.6938315219786,10408,145573.0,1047.0,4.52,0,4.76,21,16,142,0,5.51,4.6,33.16,8,Thai,Food Truck,2.0030457836717089e-07,27,35,27_35
